@relation internet_usage-weka.filters.unsupervised.attribute.Remove-R70-72

@attribute Actual_Time {Accountant,Administrator/Secretary,Advertising_Professional,Architect,Artist/Musician,Attorney/Judge,Broadcast/Media_Professional,CEO,CFO,CIO,Civil_Servant,Clerk,College_Educator,College_Student,Consultant,Counselor,Designer,Engineer,Entertainment,Health_Care_Worker,Homemaker,IS,Investor,K-12_Educator,K-12_Student,Laid_off,Looking,Manager,Marketing_Professional,Military,Mircocomputer,Networking,Not_looking,Nurse,Other,Performer,Physician,Programmer,Religious_Occupation,Retired,Salesperson,Self_Employed,Service_Industry_Occupation,Technician,Vice_President,Writer/Journalist}
@attribute Age {10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,9,Not_Say}
@attribute Community_Building {Dont_Know,Equally,Less,More}
@attribute Community_Membership_Family {0,1}
@attribute Community_Membership_Hobbies {0,1}
@attribute Community_Membership_None {0,1}
@attribute Community_Membership_Other {0,1}
@attribute Community_Membership_Political {0,1}
@attribute Community_Membership_Professional {0,1}
@attribute Community_Membership_Religious {0,1}
@attribute Community_Membership_Support {0,1}
@attribute Country {Afghanistan,Alabama,Alaska,Alberta,Algeria,Argentina,Arizona,Arkansas,Armenia,Australia,Austria,Belgium,Bhutan,Brazil,British_Columbia,Burundi,California,Chile,China,Colombia,Colorado,Connecticut,Costa_Rica,Croatia,Czech,Delaware,Denmark,Dominican_Republic,Ecuador,Egypt,Finland,Florida,France,Georgia,Germany,Greece,Hawaii,Hong_Kong,Hungary,Iceland,Idaho,Illinois,India,Indiana,Indonesia,Iowa,Ireland,Israel,Italy,Jamaica,Japan,Kansas,Kentucky,Kenya,Kuwait,Louisiana,Maine,Malaysis,Manitoba,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Morocco,Namibia,Nebraska,Netherlands,Netherlands_Antilles,Nevada,New_Brunswick,New_Hampshire,New_Jersey,New_Mexico,New_York,New_Zealand,Newfoundland,Nicaragua,North_Carolina,North_Dakota,Northwest_Territories,Norway,Nova_Scotia,Ohio,Oklahoma,Oman,Ontario,Oregon,Other,Panama,Pennsylvania,Philippines,Poland,Portugal,Prince_Edward_Island,Puerto_Rico,Quebec,Rhode_Island,Romania,Russia,Saskatchewan,Singapore,South_Africa,South_Carolina,South_Dakota,South_Korea,Spain,Sri_Lanka,Sweden,Switzerland,Taiwan,Tennessee,Texas,Thailand,Tunisia,Turkey,United_Kingdom,Utah,Venezuela,Vermont,Virginia,Washington,Washington_D.C.,West_Virginia,Wisconsin,Wyoming,Yukon}
@attribute Disability_Cognitive {0,1}
@attribute Disability_Hearing {0,1}
@attribute Disability_Motor {0,1}
@attribute Disability_Not_Impaired {0,1}
@attribute Disability_Not_Say {0,1}
@attribute Disability_Vision {0,1}
@attribute Education_Attainment {College,Doctoral,Grammar,High_School,Masters,Other,Professional,Some_College,Special}
@attribute Falsification_of_Information {26-50,51-75,NA,Never,Not_Say,Over_75,Under_25}
@attribute Gender {Female,Male}
@attribute Household_Income {$10-19,$20-29,$30-39,$40-49,$50-74,$75-99,Not_Say,Over_$100,Under_$10}
@attribute How_You_Heard_About_Survey_Banner {0,1}
@attribute How_You_Heard_About_Survey_Friend {0,1}
@attribute How_You_Heard_About_Survey_Mailing_List {0,1}
@attribute How_You_Heard_About_Survey_Others {0,1}
@attribute How_You_Heard_About_Survey_Printed_Media {0,1}
@attribute How_You_Heard_About_Survey_Remebered {0,1}
@attribute How_You_Heard_About_Survey_Search_Engine {0,1}
@attribute How_You_Heard_About_Survey_Usenet_News {0,1}
@attribute How_You_Heard_About_Survey_WWW_Page {0,1}
@attribute Major_Geographical_Location {Africa,Asia,Canada,Central_America,Europe,Middle_East,Oceania,South_America,USA,West_Indies}
@attribute Major_Occupation {Computer,Education,Management,Other,Professional}
@attribute Marital_Status {Divorced,Married,Not_Say,Other,Separated,Single,Widowed}
@attribute Most_Import_Issue_Facing_the_Internet {Censorship,Culture,Dont_Know,Encryption,Language,Navigation,Other,Privacy,Taxes}
@attribute Opinions_on_Censorship {1,2,3,4}
@attribute Primary_Computing_Platform {DOS,Dont_Know,Macintosh,NT,OS2,Other,PC_Unix,Unix,VT100,Win95,Windows}
@attribute Primary_Language {Afrikaans,American,American_Sign_Language,Arabic,Bahasa_Malaysia,Bengali,Bengalidanish,Bulgarian,Chinese,Croatian,Danish,Danisk,Dutch,ENGLISH,English,EnglishAfrikaans,EnglishAmerican,EnglishAmerican_._._.,EnglishAmerican_Sign_Language,EnglishAmerican_Southern,EnglishAustralian,EnglishAustralian_English,EnglishCajun,EnglishEbonics,EnglishFILIPINO,EnglishFilipino,EnglishGreek,EnglishHungarian,EnglishMandarin_Chinese,EnglishNew_Zealand,EnglishPOLISH,EnglishPolish,EnglishSPANISH,EnglishSinhalese,EnglishTagalog,EnglishTamil,EnglishTurkish,Englishand_also_Spanish,Englishaustralian,Englishczech,Englishestonian,Englishfrench,Englishhawaiian,Englishitalian_french_german,Englishmalay,Englishpig_latin,Englishsouthern_english,Englishtagalog,Filipino,Finnish,French,Frenchfrench,German,GermanSwiss_German,Germanaustrianic,Greek,Hebrew,Hindi,Hindienglish,Hungarian,Icelandic,Indonesian,Italian,Japanese,Japanesenot_really,Kannada,Korean,Lithaunian,Macedonian,Malay,Norvegian,Norwegian,Not_Say,Not_Saymardesouquot,Polish,Portuguese,Romanian,Russian,SOUTHERN,Serbian,Slovenian,Spanish,SpanishENGLISH,SpanishNorwegian,Swedish,Swiss-German,Swiss_German,Tagalog,Tamil,Telugu,Thai,Turkish,URDU,Urdu,afrikaans,american,australian,bilingual_in_Spanish_and_english,bosnian,both_english+italian,canadian_english,cherakee,croatian,danish,english,finnish,hebrew,icelandic,korean,maltese,norwegian,polish,scottish_gaelic,spanish,swahili,swedish,swedishn,turkish,united_states_of_america_english_with_southern_accent}
@attribute Primary_Place_of_WWW_Access {Distributed,Friend,Home,Other,Primarily_home,Primarily_work,Public,School,Work}
@attribute Race {Asian,Black,Hispanic,Indigenous,Latino,Not_Say,Other,White}
@attribute Not_Purchasing_Bad_experience {0,1}
@attribute Not_Purchasing_Bad_press {0,1}
@attribute Not_Purchasing_Cant_find {0,1}
@attribute Not_Purchasing_Company_policy {0,1}
@attribute Not_Purchasing_Easier_locally {0,1}
@attribute Not_Purchasing_Enough_info {0,1}
@attribute Not_Purchasing_Judge_quality {0,1}
@attribute Not_Purchasing_Never_tried {0,1}
@attribute Not_Purchasing_No_credit {0,1}
@attribute Not_Purchasing_Not_applicable {0,1}
@attribute Not_Purchasing_Not_option {0,1}
@attribute Not_Purchasing_Other {0,1}
@attribute Not_Purchasing_Prefer_people {0,1}
@attribute Not_Purchasing_Privacy {0,1}
@attribute Not_Purchasing_Receipt {0,1}
@attribute Not_Purchasing_Security {0,1}
@attribute Not_Purchasing_Too_complicated {0,1}
@attribute Not_Purchasing_Uncomfortable {0,1}
@attribute Not_Purchasing_Unfamiliar_vendor {0,1}
@attribute Registered_to_Vote {No,Not_Applicable,Not_Say,Yes}
@attribute Sexual_Preference {Bisexual,Gay_male,Heterosexual,Lesbian,Not_say,Transgender}
@attribute Web_Ordering {Dont_know,No,Yes}
@attribute Web_Page_Creation {Dont_know,No,Yes}
@attribute Who_Pays_for_Access_Dont_Know {0,1}
@attribute Who_Pays_for_Access_Other {0,1}
@attribute Who_Pays_for_Access_Parents {0,1}
@attribute Who_Pays_for_Access_School {0,1}
@attribute Who_Pays_for_Access_Self {0,1}
@attribute Who_Pays_for_Access_Work {0,1}

@data
Programmer,28,Equally,0,0,1,0,0,0,0,0,Wisconsin,0,0,0,1,0,0,College,Not_Say,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Censorship,1,Win95,English,Primarily_work,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Advertising_Professional,28,More,1,1,0,0,0,0,0,1,Georgia,0,0,0,1,0,0,College,26-50,Male,$30-39,0,1,0,0,0,0,0,0,0,USA,Professional,Single,Censorship,1,Macintosh,English,Primarily_work,White,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Yes,Gay_male,Yes,Yes,0,0,0,0,1,1
Networking,42,Equally,0,1,0,0,0,0,0,0,Alberta,0,0,0,1,0,0,Some_College,Under_25,Male,$50-74,0,0,0,0,0,0,0,0,1,Canada,Computer,Married,Censorship,1,Windows,English,Primarily_home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Engineer,73,Dont_Know,1,0,0,0,1,0,0,1,Tennessee,0,0,0,1,0,0,Masters,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Navigation,3,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College_Student,21,Equally,1,0,0,0,0,0,0,0,Minnesota,0,0,0,1,0,0,College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,2,Unix,English,Primarily_work,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not_Applicable,Heterosexual,Yes,Yes,0,0,0,1,0,0
Consultant,37,More,0,1,0,0,0,1,0,0,Massachusetts,0,0,1,0,0,0,Some_College,Never,Male,$50-74,0,0,0,0,0,0,0,1,0,USA,Professional,Married,Other,1,Win95,English,Primarily_work,White,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Accountant,45,More,1,1,0,1,1,0,0,1,Connecticut,0,0,0,1,0,0,Masters,Over_75,Male,$75-99,0,0,0,1,0,0,0,0,0,USA,Professional,Other,Privacy,1,?,English,Primarily_home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Homemaker,28,More,1,1,0,1,0,0,0,1,Alabama,0,0,0,1,0,0,High_School,Never,Female,$30-39,1,0,0,0,0,0,0,0,0,USA,Other,Other,Other,1,?,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Retired,64,More,0,1,0,0,0,1,1,1,Connecticut,0,0,1,0,0,0,Masters,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,?,English,Home,White,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,Yes,Not_say,Yes,Yes,0,0,0,0,1,0
Other,39,Equally,1,0,0,0,0,0,0,0,Louisiana,0,0,0,1,0,0,Special,Never,Male,$20-29,0,0,0,0,0,0,1,0,0,USA,Management,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Homemaker,31,More,1,1,0,0,0,0,0,0,Ohio,0,0,0,1,0,0,Professional,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Other,Married,Navigation,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Manager,39,More,0,1,0,0,0,1,0,0,Tunisia,0,0,0,1,0,0,College,26-50,Male,Over_$100,0,0,1,0,0,0,0,0,0,Africa,Management,Married,Privacy,4,Win95,English,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Manager,32,Equally,0,0,0,0,0,1,0,0,United_Kingdom,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,Europe,Management,Other,Taxes,1,Win95,English,Primarily_work,White,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,1
Programmer,30,Dont_Know,0,1,0,0,0,0,1,1,Quebec,0,0,0,1,0,0,Masters,Over_75,Male,$30-39,0,0,0,0,0,0,0,0,1,Canada,Computer,Single,Taxes,1,Win95,Arabic,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
Manager,26,Dont_Know,0,0,0,1,0,0,0,0,Ohio,0,0,0,0,0,1,Some_College,Never,Male,$10-19,1,0,0,0,0,0,0,0,0,USA,Management,Single,Censorship,2,Win95,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,No,0,0,0,0,1,0
Other,Not_Say,Equally,1,1,0,0,0,0,0,0,Tennessee,0,0,0,1,0,0,College,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Taxes,1,Win95,English,Home,White,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,56,Dont_Know,1,0,0,0,0,0,0,0,Florida,0,0,0,1,0,0,College,Never,Female,$20-29,1,0,0,0,0,0,0,0,0,USA,Professional,Single,Privacy,1,?,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
K-12_Student,15,More,0,1,0,0,0,0,1,0,Kentucky,0,0,0,1,0,0,High_School,Never,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,?,English,Primarily_home,White,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Not_Applicable,Heterosexual,Dont_know,Yes,0,0,0,0,1,0
K-12_Educator,59,Equally,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,Masters,Over_75,Female,$50-74,0,0,1,0,0,0,0,0,0,USA,Education,Divorced,Censorship,1,Windows,English,Primarily_home,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Service_Industry_Occupation,60,Equally,0,0,1,0,0,0,0,0,New_York,0,0,0,1,0,0,High_School,Under_25,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,4,?,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College_Student,19,More,1,0,0,0,0,0,1,0,United_Kingdom,0,0,0,1,0,0,Some_College,Never,Male,Under_$10,0,0,0,0,0,0,1,0,0,Europe,Education,Single,Navigation,1,Win95,English,School,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0
K-12_Student,17,More,0,1,0,0,0,0,0,0,Michigan,0,0,0,1,0,0,High_School,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,2,?,English,Home,Other,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,1,0,0,0
Retired,50,Dont_Know,0,0,1,0,0,0,0,0,Oregon,1,0,0,0,0,0,College,Never,Male,$20-29,0,0,0,1,0,0,0,0,0,USA,Other,Married,Censorship,4,?,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Manager,49,Equally,0,0,0,0,0,1,0,0,Alaska,0,0,0,1,0,0,Some_College,Never,Male,$75-99,0,0,0,0,0,1,0,0,0,USA,Management,Married,Censorship,2,Windows,English,Primarily_home,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Manager,42,More,0,1,0,1,0,1,0,0,Florida,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,1,0,0,0,0,0,USA,Management,Married,Other,1,Win95,English,Work,White,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Nurse,64,Equally,0,0,0,1,0,1,1,1,Oklahoma,0,0,0,1,0,0,College,Never,Female,$10-19,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Censorship,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Service_Industry_Occupation,22,More,0,1,0,0,0,0,0,1,Colorado,0,0,0,1,0,0,Some_College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Married,Censorship,1,?,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,53,More,0,0,0,0,0,1,0,0,New_York,0,0,0,1,0,0,Masters,Under_25,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Divorced,Encryption,4,Win95,English,Primarily_work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Other,41,Dont_Know,0,0,1,0,0,0,0,0,New_Jersey,0,0,0,1,0,0,Some_College,Never,Female,Over_$100,0,0,0,0,0,0,1,0,0,USA,Computer,Married,Privacy,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,44,Equally,1,0,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,High_School,Under_25,Male,$50-74,0,0,0,1,0,0,0,0,0,USA,Professional,Married,Privacy,3,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
College_Student,19,Equally,0,0,0,0,0,1,0,0,New_York,0,0,0,1,0,0,Some_College,51-75,Male,Not_Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Encryption,4,Win95,English,School,Asian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,1,0,0
Mircocomputer,43,More,0,1,0,0,0,0,0,1,Australia,0,0,0,1,0,0,Some_College,Never,Male,$20-29,0,0,0,0,0,0,0,1,0,Oceania,Computer,Separated,Privacy,1,Win95,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Mircocomputer,27,More,0,1,0,0,0,1,0,0,Netherlands,0,0,0,1,0,0,Masters,Never,Male,Not_Say,0,0,0,0,0,1,0,0,0,Europe,Computer,Other,Taxes,2,PC_Unix,Dutch,Primarily_work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Retired,70,Dont_Know,1,0,0,0,0,0,0,1,New_Jersey,0,0,1,0,0,0,College,NA,Male,$30-39,0,0,0,1,0,0,0,0,1,USA,Other,Married,Navigation,1,?,English,Home,White,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,43,More,0,1,0,1,0,1,0,1,New_Jersey,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Censorship,2,DOS,English,Primarily_work,White,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,Yes,Lesbian,Yes,Yes,0,0,0,0,1,1
College_Educator,32,More,1,1,0,0,0,1,0,1,New_York,0,0,0,1,0,0,Professional,Never,Female,Over_$100,0,0,0,0,0,0,0,0,1,USA,Education,Divorced,Privacy,3,NT,English,Primarily_work,White,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,1
Other,23,More,1,1,0,0,1,1,0,0,Massachusetts,0,0,0,1,0,0,College,51-75,Male,$20-29,0,1,0,0,0,0,0,0,0,USA,Computer,Single,Censorship,1,NT,English,Primarily_work,White,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Manager,30,Equally,0,0,0,0,0,1,0,0,New_York,0,0,0,1,0,0,College,Never,Male,Over_$100,0,0,0,0,0,0,0,0,1,USA,Management,Single,Navigation,1,Macintosh,English,Primarily_work,White,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,42,Dont_Know,0,1,0,0,0,0,0,0,Florida,0,0,0,1,0,0,Some_College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Other,Other,1,?,English,Home,White,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0
Other,40,Equally,0,1,0,0,0,1,0,0,Michigan,1,0,0,0,0,1,College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Education,Married,Censorship,2,?,English,Home,White,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,57,Dont_Know,0,0,1,0,0,0,0,0,Alabama,0,0,1,0,0,0,Some_College,Never,Male,$40-49,0,0,0,1,0,0,0,0,0,USA,Other,Married,Privacy,4,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Not_Say,Heterosexual,Yes,No,0,0,0,0,1,0
K-12_Student,16,More,0,0,0,0,0,0,0,1,New_York,0,0,0,1,0,0,Grammar,Never,Male,Under_$10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,2,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No,Heterosexual,No,Yes,0,0,1,0,0,0
Entertainment,45,More,0,1,0,1,1,1,0,1,New_York,0,0,0,1,0,0,Some_College,Never,Male,Not_Say,0,0,0,1,0,0,0,0,1,USA,Professional,Other,Censorship,1,?,English,Primarily_home,White,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Yes,Gay_male,No,No,0,0,0,0,1,1
Health_Care_Worker,29,More,0,0,0,0,0,0,0,1,Kansas,0,0,0,1,0,0,Some_College,Never,Male,$30-39,1,0,0,0,0,0,0,0,0,USA,Professional,Divorced,Censorship,4,Macintosh,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
College_Educator,23,More,0,1,0,0,0,1,0,1,Malaysis,0,0,0,1,0,0,College,Under_25,Male,Over_$100,0,0,1,0,0,0,0,0,0,Asia,Education,Single,Dont_Know,4,Win95,Chinese,Home,Asian,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
K-12_Educator,24,More,0,1,0,0,0,0,0,0,Missouri,0,0,0,1,0,0,College,Never,Female,$40-49,1,0,0,0,0,0,0,0,0,USA,Education,Married,Encryption,1,Macintosh,English,Work,Black,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Homemaker,34,More,1,1,0,0,0,0,1,1,Texas,0,0,1,0,0,0,Special,Never,Female,$40-49,0,0,0,1,0,0,0,0,0,USA,Other,Married,Taxes,2,Win95,English,Home,White,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,1,0,0,1,0
Manager,26,Equally,0,0,1,0,0,0,0,0,Australia,0,0,0,1,0,0,Masters,Never,Female,$40-49,0,0,0,0,0,0,1,0,0,Oceania,Management,Single,Navigation,4,Win95,English,Primarily_home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Other,31,Equally,0,0,1,0,0,0,0,0,Washington_D.C.,0,0,0,1,0,0,Masters,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Dont_Know,2,Win95,English,Primarily_home,White,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
Administrator/Secretary,34,More,0,0,0,1,0,0,0,1,Illinois,0,0,0,1,0,0,Some_College,Under_25,Female,$50-74,0,0,0,0,0,1,0,0,0,USA,Other,Married,Privacy,4,Macintosh,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Homemaker,30,More,0,0,0,0,0,0,1,1,California,0,0,0,1,0,0,College,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Privacy,1,Win95,English,Home,Asian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,41,More,0,0,0,0,0,1,0,0,Kansas,0,0,0,1,0,0,College,51-75,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Computer,Married,Taxes,1,NT,English,Primarily_home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
College_Student,21,More,0,0,0,0,1,1,0,0,Sweden,0,0,1,0,0,0,Some_College,Over_75,Male,Under_$10,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Censorship,2,Win95,Swedish,Primarily_work,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0
College_Student,18,Dont_Know,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,Some_College,Never,Female,Not_Say,1,0,0,0,0,0,0,0,0,USA,Education,Single,Privacy,1,Win95,English,Primarily_home,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,1,0,0,0
Other,25,More,0,1,0,0,0,0,0,0,Illinois,0,0,0,1,0,0,High_School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Other,Censorship,1,?,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,0
K-12_Educator,27,More,0,0,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,College,Under_25,Male,$10-19,0,0,0,1,0,0,0,0,0,USA,Education,Single,Privacy,4,Macintosh,German,Primarily_home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
Other,54,Dont_Know,1,0,0,1,0,0,1,0,Florida,0,0,0,1,0,0,High_School,Never,Female,Not_Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Dont_Know,1,?,English,Home,White,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
